date,Country_code,country,WHO_region,new_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,DK,Denmark,EURO,0,0,0,0
2020-01-04,DK,Denmark,EURO,0,0,0,0
2020-01-05,DK,Denmark,EURO,0,0,0,0
2020-01-06,DK,Denmark,EURO,0,0,0,0
2020-01-07,DK,Denmark,EURO,0,0,0,0
2020-01-08,DK,Denmark,EURO,0,0,0,0
2020-01-09,DK,Denmark,EURO,0,0,0,0
2020-01-10,DK,Denmark,EURO,0,0,0,0
2020-01-11,DK,Denmark,EURO,0,0,0,0
2020-01-12,DK,Denmark,EURO,0,0,0,0
2020-01-13,DK,Denmark,EURO,0,0,0,0
2020-01-14,DK,Denmark,EURO,0,0,0,0
2020-01-15,DK,Denmark,EURO,0,0,0,0
2020-01-16,DK,Denmark,EURO,0,0,0,0
2020-01-17,DK,Denmark,EURO,0,0,0,0
2020-01-18,DK,Denmark,EURO,0,0,0,0
2020-01-19,DK,Denmark,EURO,0,0,0,0
2020-01-20,DK,Denmark,EURO,0,0,0,0
2020-01-21,DK,Denmark,EURO,0,0,0,0
2020-01-22,DK,Denmark,EURO,0,0,0,0
2020-01-23,DK,Denmark,EURO,0,0,0,0
2020-01-24,DK,Denmark,EURO,0,0,0,0
2020-01-25,DK,Denmark,EURO,0,0,0,0
2020-01-26,DK,Denmark,EURO,0,0,0,0
2020-01-27,DK,Denmark,EURO,0,0,0,0
2020-01-28,DK,Denmark,EURO,0,0,0,0
2020-01-29,DK,Denmark,EURO,0,0,0,0
2020-01-30,DK,Denmark,EURO,0,0,0,0
2020-01-31,DK,Denmark,EURO,0,0,0,0
2020-02-01,DK,Denmark,EURO,0,0,0,0
2020-02-02,DK,Denmark,EURO,0,0,0,0
2020-02-03,DK,Denmark,EURO,0,0,0,0
2020-02-04,DK,Denmark,EURO,0,0,0,0
2020-02-05,DK,Denmark,EURO,0,0,0,0
2020-02-06,DK,Denmark,EURO,0,0,0,0
2020-02-07,DK,Denmark,EURO,0,0,0,0
2020-02-08,DK,Denmark,EURO,0,0,0,0
2020-02-09,DK,Denmark,EURO,0,0,0,0
2020-02-10,DK,Denmark,EURO,0,0,0,0
2020-02-11,DK,Denmark,EURO,0,0,0,0
2020-02-12,DK,Denmark,EURO,0,0,0,0
2020-02-13,DK,Denmark,EURO,0,0,0,0
2020-02-14,DK,Denmark,EURO,0,0,0,0
2020-02-15,DK,Denmark,EURO,0,0,0,0
2020-02-16,DK,Denmark,EURO,0,0,0,0
2020-02-17,DK,Denmark,EURO,0,0,0,0
2020-02-18,DK,Denmark,EURO,0,0,0,0
2020-02-19,DK,Denmark,EURO,0,0,0,0
2020-02-20,DK,Denmark,EURO,0,0,0,0
2020-02-21,DK,Denmark,EURO,0,0,0,0
2020-02-22,DK,Denmark,EURO,0,0,0,0
2020-02-23,DK,Denmark,EURO,0,0,0,0
2020-02-24,DK,Denmark,EURO,0,0,0,0
2020-02-25,DK,Denmark,EURO,0,0,0,0
2020-02-26,DK,Denmark,EURO,0,0,0,0
2020-02-27,DK,Denmark,EURO,0,0,0,0
2020-02-28,DK,Denmark,EURO,1,1,0,0
2020-02-29,DK,Denmark,EURO,0,1,0,0
2020-03-01,DK,Denmark,EURO,2,3,0,0
2020-03-02,DK,Denmark,EURO,1,4,0,0
2020-03-03,DK,Denmark,EURO,0,4,0,0
2020-03-04,DK,Denmark,EURO,2,6,0,0
2020-03-05,DK,Denmark,EURO,4,10,0,0
2020-03-06,DK,Denmark,EURO,0,10,0,0
2020-03-07,DK,Denmark,EURO,13,23,0,0
2020-03-08,DK,Denmark,EURO,0,23,0,0
2020-03-09,DK,Denmark,EURO,12,35,0,0
2020-03-10,DK,Denmark,EURO,55,90,0,0
2020-03-11,DK,Denmark,EURO,172,262,0,0
2020-03-12,DK,Denmark,EURO,78,340,1,1
2020-03-13,DK,Denmark,EURO,334,674,0,1
2020-03-14,DK,Denmark,EURO,127,801,0,1
2020-03-15,DK,Denmark,EURO,26,827,1,2
2020-03-16,DK,Denmark,EURO,37,864,2,4
2020-03-17,DK,Denmark,EURO,34,898,1,5
2020-03-18,DK,Denmark,EURO,79,977,1,6
2020-03-19,DK,Denmark,EURO,80,1057,3,9
2020-03-20,DK,Denmark,EURO,94,1151,5,14
2020-03-21,DK,Denmark,EURO,104,1255,4,18
2020-03-22,DK,Denmark,EURO,71,1326,3,21
2020-03-23,DK,Denmark,EURO,69,1395,3,24
2020-03-24,DK,Denmark,EURO,65,1460,0,24
2020-03-25,DK,Denmark,EURO,131,1591,8,32
2020-03-26,DK,Denmark,EURO,133,1724,2,34
2020-03-27,DK,Denmark,EURO,153,1877,7,41
2020-03-28,DK,Denmark,EURO,169,2046,11,52
2020-03-29,DK,Denmark,EURO,155,2201,13,65
2020-03-30,DK,Denmark,EURO,194,2395,7,72
2020-03-31,DK,Denmark,EURO,182,2577,5,77
2020-04-01,DK,Denmark,EURO,283,2860,13,90
2020-04-02,DK,Denmark,EURO,247,3107,14,104
2020-04-03,DK,Denmark,EURO,279,3386,19,123
2020-04-04,DK,Denmark,EURO,371,3757,16,139
2020-04-05,DK,Denmark,EURO,320,4077,22,161
2020-04-06,DK,Denmark,EURO,292,4369,18,179
2020-04-07,DK,Denmark,EURO,312,4681,8,187
2020-04-08,DK,Denmark,EURO,390,5071,16,203
2020-04-09,DK,Denmark,EURO,331,5402,15,218
2020-04-10,DK,Denmark,EURO,233,5635,19,237
2020-04-11,DK,Denmark,EURO,184,5819,10,247
2020-04-12,DK,Denmark,EURO,177,5996,13,260
2020-04-13,DK,Denmark,EURO,178,6174,13,273
2020-04-14,DK,Denmark,EURO,144,6318,12,285
2020-04-15,DK,Denmark,EURO,193,6511,14,299
2020-04-16,DK,Denmark,EURO,170,6681,10,309
2020-04-17,DK,Denmark,EURO,198,6879,12,321
2020-04-18,DK,Denmark,EURO,194,7073,15,336
2020-04-19,DK,Denmark,EURO,169,7242,10,346
2020-04-20,DK,Denmark,EURO,142,7384,9,355
2020-04-21,DK,Denmark,EURO,131,7515,9,364
2020-04-22,DK,Denmark,EURO,180,7695,6,370
2020-04-23,DK,Denmark,EURO,217,7912,14,384
2020-04-24,DK,Denmark,EURO,161,8073,10,394
2020-04-25,DK,Denmark,EURO,137,8210,9,403
2020-04-26,DK,Denmark,EURO,235,8445,15,418
2020-04-27,DK,Denmark,EURO,130,8575,4,422
2020-04-28,DK,Denmark,EURO,123,8698,5,427
2020-04-29,DK,Denmark,EURO,153,8851,7,434
2020-04-30,DK,Denmark,EURO,157,9008,9,443
2020-05-01,DK,Denmark,EURO,150,9158,9,452
2020-05-02,DK,Denmark,EURO,153,9311,8,460
2020-05-03,DK,Denmark,EURO,96,9407,15,475
2020-05-04,DK,Denmark,EURO,116,9523,9,484
2020-05-05,DK,Denmark,EURO,147,9670,9,493
2020-05-06,DK,Denmark,EURO,151,9821,10,503
2020-05-07,DK,Denmark,EURO,117,9938,3,506
2020-05-08,DK,Denmark,EURO,145,10083,8,514
2020-05-09,DK,Denmark,EURO,135,10218,8,522
2020-05-10,DK,Denmark,EURO,101,10319,4,526
2020-05-11,DK,Denmark,EURO,110,10429,3,529
2020-05-12,DK,Denmark,EURO,84,10513,4,533
2020-05-13,DK,Denmark,EURO,78,10591,0,533
2020-05-14,DK,Denmark,EURO,76,10667,6,539
2020-05-15,DK,Denmark,EURO,46,10713,4,543
2020-05-16,DK,Denmark,EURO,78,10791,0,543
2020-05-17,DK,Denmark,EURO,67,10858,6,549
2020-05-18,DK,Denmark,EURO,69,10927,4,553
2020-05-19,DK,Denmark,EURO,41,10968,1,554
2020-05-20,DK,Denmark,EURO,76,11044,3,557
2020-05-21,DK,Denmark,EURO,73,11117,3,560
2020-05-22,DK,Denmark,EURO,65,11182,7,567
2020-05-23,DK,Denmark,EURO,48,11230,0,567
2020-05-24,DK,Denmark,EURO,59,11289,0,567
2020-05-25,DK,Denmark,EURO,71,11360,1,568
2020-05-26,DK,Denmark,EURO,27,11387,1,569
2020-05-27,DK,Denmark,EURO,41,11428,0,569
2020-05-28,DK,Denmark,EURO,52,11480,2,571
2020-05-29,DK,Denmark,EURO,32,11512,3,574
2020-05-30,DK,Denmark,EURO,81,11593,0,574
2020-05-31,DK,Denmark,EURO,40,11633,3,577
2020-06-01,DK,Denmark,EURO,36,11669,3,580
2020-06-02,DK,Denmark,EURO,30,11699,2,582
2020-06-03,DK,Denmark,EURO,35,11734,4,586
2020-06-04,DK,Denmark,EURO,37,11771,0,586
2020-06-05,DK,Denmark,EURO,40,11811,2,588
2020-06-06,DK,Denmark,EURO,64,11875,4,592
2020-06-07,DK,Denmark,EURO,49,11924,1,593
2020-06-08,DK,Denmark,EURO,24,11948,2,595
2020-06-09,DK,Denmark,EURO,14,11962,4,599
2020-06-10,DK,Denmark,EURO,39,12001,0,599
2020-06-11,DK,Denmark,EURO,15,12016,0,599
2020-06-12,DK,Denmark,EURO,19,12035,0,599
2020-06-13,DK,Denmark,EURO,64,12099,1,600
2020-06-14,DK,Denmark,EURO,40,12139,3,603
2020-06-15,DK,Denmark,EURO,54,12193,0,603
2020-06-16,DK,Denmark,EURO,24,12217,1,604
2020-06-17,DK,Denmark,EURO,33,12250,0,604
2020-06-18,DK,Denmark,EURO,44,12294,0,604
2020-06-19,DK,Denmark,EURO,50,12344,2,606
2020-06-20,DK,Denmark,EURO,47,12391,0,606
2020-06-21,DK,Denmark,EURO,45,12436,0,606
2020-06-22,DK,Denmark,EURO,45,12481,0,606
2020-06-23,DK,Denmark,EURO,46,12527,2,608
2020-06-24,DK,Denmark,EURO,34,12561,1,609
2020-06-25,DK,Denmark,EURO,54,12615,0,609
2020-06-26,DK,Denmark,EURO,21,12636,0,609
2020-06-27,DK,Denmark,EURO,39,12675,1,610
2020-06-28,DK,Denmark,EURO,25,12700,0,610
2020-06-29,DK,Denmark,EURO,25,12725,0,610
2020-06-30,DK,Denmark,EURO,26,12751,1,611
2020-07-01,DK,Denmark,EURO,17,12768,0,611
2020-07-02,DK,Denmark,EURO,26,12794,1,612
2020-07-03,DK,Denmark,EURO,21,12815,0,612
2020-07-04,DK,Denmark,EURO,17,12832,0,612
2020-07-05,DK,Denmark,EURO,15,12847,0,612
2020-07-06,DK,Denmark,EURO,15,12862,0,612
2020-07-07,DK,Denmark,EURO,16,12878,1,613
2020-07-08,DK,Denmark,EURO,10,12888,2,615
2020-07-09,DK,Denmark,EURO,12,12900,0,615
2020-07-10,DK,Denmark,EURO,16,12916,0,615
2020-07-11,DK,Denmark,EURO,30,12946,0,615
2020-07-12,DK,Denmark,EURO,30,12976,0,615
2020-07-13,DK,Denmark,EURO,30,13006,0,615
2020-07-14,DK,Denmark,EURO,31,13037,1,616
2020-07-15,DK,Denmark,EURO,24,13061,0,616
2020-07-16,DK,Denmark,EURO,31,13092,0,616
2020-07-17,DK,Denmark,EURO,32,13124,0,616
2020-07-18,DK,Denmark,EURO,49,13173,1,617
2020-07-19,DK,Denmark,EURO,29,13202,0,617
2020-07-20,DK,Denmark,EURO,29,13231,0,617
2020-07-21,DK,Denmark,EURO,31,13262,0,617
2020-07-22,DK,Denmark,EURO,40,13302,0,617
2020-07-23,DK,Denmark,EURO,48,13350,0,617
2020-07-24,DK,Denmark,EURO,40,13390,1,618
2020-07-25,DK,Denmark,EURO,48,13438,1,619
2020-07-26,DK,Denmark,EURO,36,13474,0,619
2020-07-27,DK,Denmark,EURO,36,13510,0,619
2020-07-28,DK,Denmark,EURO,37,13547,0,619
2020-07-29,DK,Denmark,EURO,30,13577,0,619
2020-07-30,DK,Denmark,EURO,57,13634,1,620
2020-07-31,DK,Denmark,EURO,91,13725,1,621
2020-08-01,DK,Denmark,EURO,64,13789,0,621
2020-08-02,DK,Denmark,EURO,69,13858,0,621
2020-08-03,DK,Denmark,EURO,69,13927,0,621
2020-08-04,DK,Denmark,EURO,69,13996,1,622
2020-08-05,DK,Denmark,EURO,77,14073,0,622
2020-08-06,DK,Denmark,EURO,112,14185,0,622
2020-08-07,DK,Denmark,EURO,121,14306,1,623
2020-08-08,DK,Denmark,EURO,136,14442,0,623
2020-08-09,DK,Denmark,EURO,124,14566,0,623
2020-08-10,DK,Denmark,EURO,124,14690,0,623
2020-08-11,DK,Denmark,EURO,125,14815,3,626
2020-08-12,DK,Denmark,EURO,144,14959,1,627
2020-08-13,DK,Denmark,EURO,111,15070,0,627
2020-08-14,DK,Denmark,EURO,144,15214,0,627
2020-08-15,DK,Denmark,EURO,165,15379,0,627
2020-08-16,DK,Denmark,EURO,120,15499,0,627
2020-08-17,DK,Denmark,EURO,120,15619,0,627
2020-08-18,DK,Denmark,EURO,121,15740,0,627
2020-08-19,DK,Denmark,EURO,115,15855,0,627
2020-08-20,DK,Denmark,EURO,85,15940,0,627
2020-08-21,DK,Denmark,EURO,116,16056,0,627
2020-08-22,DK,Denmark,EURO,71,16127,0,627
2020-08-23,DK,Denmark,EURO,90,16217,0,627
2020-08-24,DK,Denmark,EURO,90,16307,0,627
2020-08-25,DK,Denmark,EURO,90,16397,2,629
2020-08-26,DK,Denmark,EURO,83,16480,0,629
2020-08-27,DK,Denmark,EURO,57,16537,0,629
2020-08-28,DK,Denmark,EURO,90,16627,1,630
2020-08-29,DK,Denmark,EURO,73,16700,0,630
2020-08-30,DK,Denmark,EURO,79,16779,0,630
2020-08-31,DK,Denmark,EURO,112,16891,0,630
2020-09-01,DK,Denmark,EURO,94,16985,0,630
2020-09-02,DK,Denmark,EURO,99,17084,1,631
2020-09-03,DK,Denmark,EURO,111,17195,1,632
2020-09-04,DK,Denmark,EURO,179,17374,0,632
2020-09-05,DK,Denmark,EURO,173,17547,1,633
2020-09-06,DK,Denmark,EURO,189,17736,0,633
2020-09-07,DK,Denmark,EURO,147,17883,0,633
2020-09-08,DK,Denmark,EURO,230,18113,1,634
2020-09-09,DK,Denmark,EURO,243,18356,0,634
2020-09-10,DK,Denmark,EURO,251,18607,0,634
2020-09-11,DK,Denmark,EURO,317,18924,1,635
2020-09-12,DK,Denmark,EURO,292,19216,0,635
2020-09-13,DK,Denmark,EURO,341,19557,1,636
2020-09-14,DK,Denmark,EURO,333,19890,1,637
2020-09-15,DK,Denmark,EURO,347,20237,2,639
2020-09-16,DK,Denmark,EURO,334,20571,0,639
2020-09-17,DK,Denmark,EURO,369,20940,1,640
2020-09-18,DK,Denmark,EURO,453,21393,1,641
2020-09-19,DK,Denmark,EURO,454,21847,0,641
2020-09-20,DK,Denmark,EURO,589,22436,0,641
2020-09-21,DK,Denmark,EURO,469,22905,3,644
2020-09-22,DK,Denmark,EURO,418,23323,2,646
2020-09-23,DK,Denmark,EURO,476,23799,1,647
2020-09-24,DK,Denmark,EURO,558,24357,2,649
2020-09-25,DK,Denmark,EURO,559,24916,2,651
2020-09-26,DK,Denmark,EURO,678,25594,2,653
2020-09-27,DK,Denmark,EURO,619,26213,1,654
2020-09-28,DK,Denmark,EURO,424,26637,1,655
2020-09-29,DK,Denmark,EURO,435,27072,0,655
2020-09-30,DK,Denmark,EURO,392,27464,1,656
2020-10-01,DK,Denmark,EURO,534,27998,0,656
2020-10-02,DK,Denmark,EURO,398,28396,1,657
2020-10-03,DK,Denmark,EURO,536,28932,1,658
2020-10-04,DK,Denmark,EURO,370,29302,2,660
2020-10-05,DK,Denmark,EURO,378,29680,4,664
2020-10-06,DK,Denmark,EURO,377,30057,1,665
2020-10-07,DK,Denmark,EURO,322,30379,4,669
2020-10-08,DK,Denmark,EURO,331,30710,0,669
2020-10-09,DK,Denmark,EURO,446,31156,2,671
2020-10-10,DK,Denmark,EURO,482,31638,0,671
2020-10-11,DK,Denmark,EURO,444,32082,2,673
2020-10-12,DK,Denmark,EURO,340,32422,2,675
2020-10-13,DK,Denmark,EURO,389,32811,2,677
2020-10-14,DK,Denmark,EURO,290,33101,3,680
2020-10-15,DK,Denmark,EURO,492,33593,1,681
2020-10-16,DK,Denmark,EURO,430,34023,2,683
2020-10-17,DK,Denmark,EURO,418,34441,0,683
2020-10-18,DK,Denmark,EURO,500,34941,2,685
2020-10-19,DK,Denmark,EURO,451,35392,1,686
2020-10-20,DK,Denmark,EURO,452,35844,6,692
2020-10-21,DK,Denmark,EURO,529,36373,2,694
2020-10-22,DK,Denmark,EURO,630,37003,2,696
2020-10-23,DK,Denmark,EURO,760,37763,4,700
2020-10-24,DK,Denmark,EURO,859,38622,3,703
2020-10-25,DK,Denmark,EURO,789,39411,3,706
2020-10-26,DK,Denmark,EURO,945,40356,2,708
2020-10-27,DK,Denmark,EURO,1056,41412,6,714
2020-10-28,DK,Denmark,EURO,745,42157,1,715
2020-10-29,DK,Denmark,EURO,1017,43174,6,721
2020-10-30,DK,Denmark,EURO,860,44034,1,722
2020-10-31,DK,Denmark,EURO,1191,45225,3,725
2020-11-01,DK,Denmark,EURO,1126,46351,2,727
2020-11-02,DK,Denmark,EURO,948,47299,2,729
2020-11-03,DK,Denmark,EURO,942,48241,1,730
2020-11-04,DK,Denmark,EURO,1353,49594,4,734
2020-11-05,DK,Denmark,EURO,936,50530,1,735
2020-11-06,DK,Denmark,EURO,1223,51753,4,739
2020-11-07,DK,Denmark,EURO,1427,53180,5,744
2020-11-08,DK,Denmark,EURO,1050,54230,2,746
2020-11-09,DK,Denmark,EURO,891,55121,3,749
2020-11-10,DK,Denmark,EURO,771,55892,4,753
2020-11-11,DK,Denmark,EURO,1066,56958,3,756
2020-11-12,DK,Denmark,EURO,994,57952,3,759
2020-11-13,DK,Denmark,EURO,1011,58963,2,761
2020-11-14,DK,Denmark,EURO,1037,60000,1,762
2020-11-15,DK,Denmark,EURO,1078,61078,1,763
2020-11-16,DK,Denmark,EURO,1058,62136,3,766
2020-11-17,DK,Denmark,EURO,1195,63331,4,770
2020-11-18,DK,Denmark,EURO,1220,64551,4,774
2020-11-19,DK,Denmark,EURO,1257,65808,2,776
2020-11-20,DK,Denmark,EURO,1297,67105,3,779
2020-11-21,DK,Denmark,EURO,1257,68362,5,784
2020-11-22,DK,Denmark,EURO,1273,69635,3,787
2020-11-23,DK,Denmark,EURO,850,70485,3,790
2020-11-24,DK,Denmark,EURO,1169,71654,5,795
2020-11-25,DK,Denmark,EURO,1367,73021,8,803
2020-11-26,DK,Denmark,EURO,1183,74204,5,808
2020-11-27,DK,Denmark,EURO,1191,75395,9,817
2020-11-28,DK,Denmark,EURO,1323,76718,5,822
2020-11-29,DK,Denmark,EURO,1636,78354,7,829
2020-11-30,DK,Denmark,EURO,998,79352,6,835
2020-12-01,DK,Denmark,EURO,1129,80481,8,843
2020-12-02,DK,Denmark,EURO,1468,81949,9,852
2020-12-03,DK,Denmark,EURO,1586,83535,6,858
2020-12-04,DK,Denmark,EURO,1605,85140,6,864
2020-12-05,DK,Denmark,EURO,1603,86743,9,873
2020-12-06,DK,Denmark,EURO,2115,88858,11,884
2020-12-07,DK,Denmark,EURO,1745,90603,7,891
2020-12-08,DK,Denmark,EURO,2046,92649,9,900
2020-12-09,DK,Denmark,EURO,2150,94799,7,907
2020-12-10,DK,Denmark,EURO,2558,97357,3,910
2020-12-11,DK,Denmark,EURO,3132,100489,14,924
2020-12-12,DK,Denmark,EURO,3075,103564,9,933
2020-12-13,DK,Denmark,EURO,3552,107116,8,941
2020-12-14,DK,Denmark,EURO,2642,109758,6,947
2020-12-15,DK,Denmark,EURO,3337,113095,9,956
2020-12-16,DK,Denmark,EURO,2992,116087,11,967
2020-12-17,DK,Denmark,EURO,3692,119779,14,981
2020-12-18,DK,Denmark,EURO,4034,123813,17,998
2020-12-19,DK,Denmark,EURO,4508,128321,15,1013
2020-12-20,DK,Denmark,EURO,3285,131606,12,1025
2020-12-21,DK,Denmark,EURO,2828,134434,16,1041
2020-12-22,DK,Denmark,EURO,3198,137632,18,1059
2020-12-23,DK,Denmark,EURO,2543,140175,17,1076
2020-12-24,DK,Denmark,EURO,3297,143472,26,1102
2020-12-25,DK,Denmark,EURO,2869,146341,18,1120
2020-12-26,DK,Denmark,EURO,2992,149333,20,1140
2020-12-27,DK,Denmark,EURO,1834,151167,19,1159
2020-12-28,DK,Denmark,EURO,2180,153347,21,1180
2020-12-29,DK,Denmark,EURO,2479,155826,30,1210
2020-12-30,DK,Denmark,EURO,2621,158447,22,1232
2020-12-31,DK,Denmark,EURO,2783,161230,24,1256
2021-01-01,DK,Denmark,EURO,2249,163479,42,1298
2021-01-02,DK,Denmark,EURO,2451,165930,24,1322
2021-01-03,DK,Denmark,EURO,1611,167541,23,1345
2021-01-04,DK,Denmark,EURO,1170,168711,29,1374
2021-01-05,DK,Denmark,EURO,2076,170787,15,1389
2021-01-06,DK,Denmark,EURO,1992,172779,31,1420
2021-01-07,DK,Denmark,EURO,2216,174995,30,1450
2021-01-08,DK,Denmark,EURO,1842,176837,37,1487
2021-01-09,DK,Denmark,EURO,1660,178497,30,1517
2021-01-10,DK,Denmark,EURO,1743,180240,25,1542
2021-01-11,DK,Denmark,EURO,1246,181486,28,1570
2021-01-12,DK,Denmark,EURO,1239,182725,27,1597
2021-01-13,DK,Denmark,EURO,1076,183801,26,1623
2021-01-14,DK,Denmark,EURO,1358,185159,37,1660
2021-01-15,DK,Denmark,EURO,1502,186661,43,1703
2021-01-16,DK,Denmark,EURO,659,187320,17,1720
2021-01-17,DK,Denmark,EURO,879,188199,27,1747
2021-01-18,DK,Denmark,EURO,889,189088,28,1775
2021-01-19,DK,Denmark,EURO,807,189895,30,1805
2021-01-20,DK,Denmark,EURO,724,190619,32,1837
2021-01-21,DK,Denmark,EURO,886,191505,35,1872
2021-01-22,DK,Denmark,EURO,760,192265,37,1909
2021-01-23,DK,Denmark,EURO,773,193038,32,1941
2021-01-24,DK,Denmark,EURO,879,193917,28,1969
2021-01-25,DK,Denmark,EURO,754,194671,14,1983
2021-01-26,DK,Denmark,EURO,625,195296,27,2010
2021-01-27,DK,Denmark,EURO,652,195948,20,2030
2021-01-28,DK,Denmark,EURO,592,196540,20,2050
2021-01-29,DK,Denmark,EURO,423,196963,21,2071
2021-01-30,DK,Denmark,EURO,701,197664,13,2084
2021-01-31,DK,Denmark,EURO,431,198095,22,2106
2021-02-01,DK,Denmark,EURO,377,198472,19,2125
2021-02-02,DK,Denmark,EURO,488,198960,20,2145
2021-02-03,DK,Denmark,EURO,397,199357,15,2160
2021-02-04,DK,Denmark,EURO,425,199782,10,2170
2021-02-05,DK,Denmark,EURO,553,200335,14,2184
2021-02-06,DK,Denmark,EURO,438,200773,17,2201
2021-02-07,DK,Denmark,EURO,413,201186,14,2215
2021-02-08,DK,Denmark,EURO,435,201621,1,2216
2021-02-09,DK,Denmark,EURO,430,202051,0,2216
2021-02-10,DK,Denmark,EURO,366,202417,28,2244
2021-02-11,DK,Denmark,EURO,470,202887,11,2255
2021-02-12,DK,Denmark,EURO,478,203365,14,2269
2021-02-13,DK,Denmark,EURO,428,203793,11,2280
2021-02-14,DK,Denmark,EURO,274,204067,4,2284
2021-02-15,DK,Denmark,EURO,295,204362,8,2292
2021-02-16,DK,Denmark,EURO,437,204799,9,2301
2021-02-17,DK,Denmark,EURO,384,205183,7,2308
2021-02-18,DK,Denmark,EURO,414,205597,8,2316
2021-02-19,DK,Denmark,EURO,468,206065,3,2319
2021-02-20,DK,Denmark,EURO,552,206617,8,2327
2021-02-21,DK,Denmark,EURO,464,207081,6,2333
2021-02-22,DK,Denmark,EURO,496,207577,5,2338
2021-02-23,DK,Denmark,EURO,450,208027,5,2343
2021-02-24,DK,Denmark,EURO,529,208556,0,2343
2021-02-25,DK,Denmark,EURO,523,209079,2,2345
2021-02-26,DK,Denmark,EURO,603,209682,6,2351
2021-02-27,DK,Denmark,EURO,530,210212,2,2353
2021-02-28,DK,Denmark,EURO,520,210732,5,2358
2021-03-01,DK,Denmark,EURO,463,211195,3,2361
2021-03-02,DK,Denmark,EURO,497,211692,4,2365
2021-03-03,DK,Denmark,EURO,532,212224,2,2367
2021-03-04,DK,Denmark,EURO,574,212798,3,2370
2021-03-05,DK,Denmark,EURO,520,213318,4,2374
2021-03-06,DK,Denmark,EURO,614,213932,3,2377
2021-03-07,DK,Denmark,EURO,394,214326,0,2377
2021-03-08,DK,Denmark,EURO,513,214839,2,2379
2021-03-09,DK,Denmark,EURO,425,215264,2,2381
2021-03-10,DK,Denmark,EURO,527,215791,0,2381
2021-03-11,DK,Denmark,EURO,2007,217798,1,2382
2021-03-12,DK,Denmark,EURO,862,218660,2,2384
2021-03-13,DK,Denmark,EURO,645,219305,3,2387
2021-03-14,DK,Denmark,EURO,613,219918,3,2390
2021-03-15,DK,Denmark,EURO,541,220459,1,2391
2021-03-16,DK,Denmark,EURO,612,221071,2,2393
2021-03-17,DK,Denmark,EURO,771,221842,2,2395
2021-03-18,DK,Denmark,EURO,787,222629,1,2396
2021-03-19,DK,Denmark,EURO,786,223415,1,2397
2021-03-20,DK,Denmark,EURO,843,224258,0,2397
2021-03-21,DK,Denmark,EURO,590,224848,2,2399
2021-03-22,DK,Denmark,EURO,657,225505,1,2400
2021-03-23,DK,Denmark,EURO,772,226277,2,2402
2021-03-24,DK,Denmark,EURO,754,227031,1,2403
2021-03-25,DK,Denmark,EURO,863,227894,2,2405
2021-03-26,DK,Denmark,EURO,450,228344,4,2409
2021-03-27,DK,Denmark,EURO,789,229133,2,2411
2021-03-28,DK,Denmark,EURO,416,229549,2,2413
2021-03-29,DK,Denmark,EURO,964,230513,1,2414
2021-03-30,DK,Denmark,EURO,679,231192,1,2415
2021-03-31,DK,Denmark,EURO,1210,232402,2,2417
2021-04-01,DK,Denmark,EURO,701,233103,2,2419
2021-04-02,DK,Denmark,EURO,662,233765,4,2423
2021-04-03,DK,Denmark,EURO,708,234473,1,2424
2021-04-04,DK,Denmark,EURO,745,235218,4,2428
2021-04-05,DK,Denmark,EURO,600,235818,1,2429
2021-04-06,DK,Denmark,EURO,479,236297,1,2430
2021-04-07,DK,Denmark,EURO,520,236817,2,2432
2021-04-08,DK,Denmark,EURO,614,237431,3,2435
2021-04-09,DK,Denmark,EURO,717,238148,1,2436
2021-04-10,DK,Denmark,EURO,698,238846,0,2436
2021-04-11,DK,Denmark,EURO,755,239601,3,2439
2021-04-12,DK,Denmark,EURO,691,240292,2,2441
2021-04-13,DK,Denmark,EURO,514,240806,2,2443
2021-04-14,DK,Denmark,EURO,563,241369,3,2446
2021-04-15,DK,Denmark,EURO,663,242032,1,2447
2021-04-16,DK,Denmark,EURO,798,242830,2,2449
2021-04-17,DK,Denmark,EURO,677,243507,3,2452
2021-04-18,DK,Denmark,EURO,724,244231,0,2452
2021-04-19,DK,Denmark,EURO,902,245133,3,2455
2021-04-20,DK,Denmark,EURO,741,245874,4,2459
2021-04-21,DK,Denmark,EURO,691,246565,4,2463
2021-04-22,DK,Denmark,EURO,803,247368,2,2465
2021-04-23,DK,Denmark,EURO,893,248261,2,2467
2021-04-24,DK,Denmark,EURO,702,248963,5,2472
2021-04-25,DK,Denmark,EURO,547,249510,2,2474
2021-04-26,DK,Denmark,EURO,612,250122,1,2475
2021-04-27,DK,Denmark,EURO,704,250826,2,2477
2021-04-28,DK,Denmark,EURO,624,251450,2,2479
2021-04-29,DK,Denmark,EURO,835,252285,2,2481
2021-04-30,DK,Denmark,EURO,769,253054,2,2483
2021-05-01,DK,Denmark,EURO,874,253928,2,2485
2021-05-02,DK,Denmark,EURO,617,254545,4,2489
2021-05-03,DK,Denmark,EURO,867,255412,1,2490
2021-05-04,DK,Denmark,EURO,761,256173,0,2490
2021-05-05,DK,Denmark,EURO,809,256982,1,2491
2021-05-06,DK,Denmark,EURO,988,257970,1,2492
2021-05-07,DK,Denmark,EURO,1012,258982,1,2493
2021-05-08,DK,Denmark,EURO,1023,260005,2,2495
2021-05-09,DK,Denmark,EURO,677,260682,2,2497
